Ligand Number	SMILES
27000	Cc1cc(C#N)ccc1Oc1ccc(C(=O)N(C)[C@@H]2CCOC2)cc1
25700	N#Cc1cc(F)cc(OS(=O)(=O)c2ccc(OC[C@@H]3CCOC3)c(F)c2)c1
25365	COc1ccccc1[C@@H](NS(=O)(=O)c1ccc(F)cc1C#N)c1ccccc1
33267	CCCN(C)S(=O)(=O)c1ccc(F)cc1C#N
31664	N#Cc1cc(F)ccc1S(=O)(=O)N1CCN[C@H](c2ccc(F)cc2)C1
25985	CC1(C(=O)O)CCN(Cc2ccc(Oc3cccc(F)c3)cc2)CC1
21544	COc1ccc(C(=O)N2CC[C@H](c3cccc(F)c3)C2)cc1S(C)(=O)=O
576	Cc1c(S(=O)(=O)N2C[C@@H](C)C[C@H]2c2cccc(F)c2)sc2ccc(C#N)cc12
19605	Cc1cc(NC(=O)N[C@H](C)[C@@H](O)c2cccc(F)c2)c(C#N)cc1N(C)C
15688	CS(=O)(=O)c1ccc(C(=O)N2[C@@H]3CC[C@H]2C[C@@H](c2ccccc2)C3)cc1Br
17275	COc1cc(F)ccc1S(=O)(=O)N(C)[C@@H]1CCC[C@H]1O
39736	Cc1cc(C#N)ccc1Oc1ccc(C(=O)N2C[C@@H](CO)[C@H](C)C2)cc1
37008	COc1cc([C@H](C)N[C@H](C)[C@H]2C[C@H]2C(=O)O)ccc1S(C)(=O)=O
29364	C[C@@H](NS(=O)(=O)c1ccc(F)cc1C#N)[C@H](O)c1ccc(F)cc1
38626	COc1cc(F)ccc1S(=O)(=O)N[C@@H](c1ccccc1)c1cccc(S(C)(=O)=O)c1
27822	COc1ccc(NC(=O)COc2cc(F)cc(F)c2)c(S(C)(=O)=O)c1
19628	C[C@@H](C(=O)N[C@@H]1C[C@H]2CC[C@@H]1N2Cc1cc(F)ccc1C#N)S(C)(=O)=O
22136	CC(C)(C)c1ccc(C#N)c(OCc2cc(F)ccc2C#N)n1
19096	Cc1cc(OC(=O)c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)ccc1C#N
12819	Cc1cc(C#N)ccc1Oc1ccc(C(=O)N(C)[C@@H](CO)c2ccccc2)cc1
11770	C[C@H](OC(=O)c1cc(Br)cc(S(C)(=O)=O)c1F)c1cccc(C#N)c1
20531	CC[C@H](CSC)N(C)S(=O)(=O)c1ccc(F)cc1C#N
4538	C[C@@H](COc1cccc(F)c1)NS(=O)(=O)c1ccc(C#N)cc1C(F)(F)F
2578	COc1cc(C#N)ccc1NC(=O)N[C@H]1C[C@@H]1c1cccc(F)c1
12621	N#Cc1cc(F)ccc1S(=O)(=O)NCC1CCCCCCC1
29546	COc1cc(C#N)ccc1S(=O)(=O)N(Cc1ccc(C#N)cc1)Cc1cccc(F)c1
33884	COCCOc1ccc(F)cc1S(=O)(=O)N1CCN(c2ccccc2C#N)CC1
38820	Cc1cc(C#N)ccc1S(=O)(=O)NC[C@@H](C)N1CCC(C)CC1
33605	Cc1ccc([C@@H](O)CNC(=O)c2ccc(Oc3ccc(C#N)cc3C)cc2)o1
16082	C[C@@H](Oc1cccc(F)c1)C(=O)OCc1ccccc1S(C)(=O)=O
23800	Cc1cc(C#N)ccc1S(=O)(=O)N(C)[C@@H]1CCC[C@H]1O
30797	N#Cc1cc(F)ccc1S(=O)(=O)N1CCN(Cc2ccc(O)cc2)CC1
14181	CC(C)(C)C[C@H](O)CNS(=O)(=O)c1ccc(C#N)cc1F
14546	COc1ccc(F)cc1S(=O)(=O)N1CCC([C@@H](O)c2ccc(F)cc2)CC1
5616	COc1ccc(Br)c(OS(=O)(=O)c2ccc(F)cc2C#N)c1
7948	Cc1cc(F)cc(C#N)c1S(=O)(=O)N[C@H](C)C[C@H](O)c1cccs1
31709	C[C@@H](c1ccccc1)N(C)S(=O)(=O)c1ccc(F)cc1C#N
1934	Cc1ccc(Br)cc1S(=O)(=O)N[C@H](C)[C@H](O)c1cccc(F)c1
27433	CC(C)[C@@H](N[C@@H](C)c1ccc(S(C)(=O)=O)c(F)c1)[C@H](O)c1ccccc1
17166	COC[C@H](C#N)OC(=O)c1ccc(Oc2ccc(F)cc2F)cc1
28335	Cc1ccc([C@H](O)[C@@H](C)NS(=O)(=O)N=S(C)(C)=O)cc1
4055	COc1cccc([C@@H](O)C2CCN(c3cc(C#N)cc(C)n3)CC2)c1
13090	C[C@@H](OC(=O)[C@@H](O)c1ccc(C#N)cc1)C(=O)Nc1ccccc1S(C)(=O)=O
33939	C[C@H](NS(=O)(=O)c1ccc(F)cc1C#N)[C@@H](O)c1ccccc1
8229	Cc1cc(F)ccc1S(=O)(=O)N1C[C@H](O)C[C@H]1C
25536	COC1(OC)CCN(C(=O)c2ccc(S(C)(=O)=O)c(Br)c2)C[C@H]1O
34286	COc1ccc(C#N)cc1NC(=O)c1ccc2c(c1)S(=O)(=O)N(C1CC1)C2=O
38427	CC(=O)c1ccc(S(C)(=O)=O)c(N[C@@H]2CC(=O)N([C@H]3C[C@H]3c3ccccc3)C2)c1
32393	Cc1ccc(C#N)cc1S(=O)(=O)N1CCO[C@H](c2cccc(F)c2)C1
28346	C[C@@H](Cc1cccc(F)c1)N(C)C(=O)[C@@H](O)c1ccc(C#N)cc1
34699	COc1cc(C(=O)/C=C\c2ccc3occc3c2)ccc1S(C)(=O)=O
18340	Cc1ccc(S(C)(=O)=O)cc1S(=O)(=O)N1CCN(C2CC2)[C@@H](C#N)C1
19396	COc1cc(C#N)ccc1Oc1ccc(NS(=O)(=O)c2ccc(C#N)c(F)c2)cc1
21601	COc1cc([C@@H](C)N[C@H]2CC[C@H](O)CC2)ccc1S(C)(=O)=O
2256	COc1ccc(C(=O)NCC2(NCC(=O)NCC#N)CC2)cc1C
9753	COc1ccccc1[C@H](CNS(=O)(=O)c1ccc(F)cc1C#N)N(C)C
29246	COc1cc(F)ccc1S(=O)(=O)N1CCN(c2ccc(C#N)cc2F)CC1
18203	COC(=O)[C@@H]1c2ccccc2CCN1C(=O)c1ccc(S(C)(=O)=O)c([N+](=O)[O-])c1
34229	Cc1ccccc1C[C@@H](C)N(C)C(=O)c1cc(C#N)cc(N(C)C)c1
36194	C[C@@H](CCN1CCN(C)CC1)NS(=O)(=O)c1ccc(F)cc1C#N
11130	N#Cc1cccc(CN2CCC(O)(Cc3cccc(F)c3)CC2)c1
13587	COc1cc(C#N)ccc1S(=O)(=O)N[C@H]1C[C@H]1c1cccc(F)c1
35458	CC[C@H](O)CN[C@H](C)c1ccc(S(C)(=O)=O)c(OC)c1
10637	C[C@@H](NS(=O)(=O)CCS(=O)(=O)N(C)C)[C@H](O)c1cccc(F)c1
25413	N#Cc1ccc([C@@H](O)CN2CCN(S(=O)(=O)c3ccc(F)cc3F)CC2)cc1
22323	CC[C@@H](NCc1ccc(C)c(S(C)(=O)=O)c1)c1cccc(F)c1
21323	Cc1cc(C#N)ccc1Oc1ccc(C(=O)N2CCO[C@H](C(=O)O)C2)cc1
31283	COc1cc(C#N)ccc1S(=O)(=O)N[C@H](c1ccc(F)cc1)c1ccn(C)n1
12077	COc1cc(C(=O)/C=C/c2cc(C(=O)O)ccc2F)ccc1S(C)(=O)=O
16934	COc1cccc([C@H]2C[C@H](N(C)S(=O)(=O)c3ccc(F)cc3C#N)C2)c1
326	COc1nc(C)cc(C)c1CNS(=O)(=O)Cc1ccc(F)cc1C#N
21497	N#Cc1cc(F)ccc1CN1CCN(S(=O)(=O)c2cccc(F)c2)CC1
2632	CC(=O)c1ccc(S(C)(=O)=O)c(N2CCC(C(=O)O)([S@](C)=O)CC2)c1
15731	COc1cc([C@@H](C)NC2(Cc3ccccc3)CCC2)ccc1S(C)(=O)=O
23942	CC(=O)c1ccc(S(C)(=O)=O)c(N2C[C@@H](C)C(F)(F)[C@H](C)C2)c1
28931	Cc1cc(CNS(=O)(=O)c2cc(C#N)ccc2C)ccc1S(C)(=O)=O
11242	Cc1cccc([C@H]2CCN(S(=O)(=O)c3ccc(F)cc3C#N)C2)c1
16860	CC[C@H]1CCCC[C@H]1Oc1cc(F)cc(C#N)c1
1160	Cc1cc(F)ccc1S(=O)(=O)N(CCN)[C@H]1C[C@H]1C
36221	Cc1ccc(C(=O)NC2(Cc3cccc(F)c3)CCOCC2)cc1S(C)(=O)=O
18757	CCCC[C@@H](C)N(C)S(=O)(=O)c1ccc(F)cc1C#N
37914	CS(=O)(=O)c1ccc(N2CC[C@H](c3cccc(F)c3)C2)c(S(C)(=O)=O)c1
25962	COc1cc(C#N)ccc1S(=O)(=O)Nc1cc(C)cc(F)c1
17707	Cc1cc(S(=O)(=O)N2CCC[C@H]2C[C@H](O)c2ccc(F)cc2)ccc1C#N
33082	COc1cc(/C=C/C(=O)c2ccc(S(C)(=O)=O)c(F)c2)ccc1C
29217	C[C@@H]1C[C@@H](N2CCCC2)CN1S(=O)(=O)c1ccc(F)cc1C#N
39381	C[C@@H]1CN(C(C)(C)CNS(=O)(=O)c2ccc(F)cc2C#N)C[C@H](C)O1
2320	CC1(C)[C@@H](c2ccccc2)CCN1S(=O)(=O)c1ccc(F)cc1C#N
10901	N#Cc1ccc(S(=O)(=O)NC[C@@H](c2cccc(F)c2)N2CCOCC2)c(F)c1
16819	CC(=O)c1ccc(C#N)c(N2CCC(O)(Cc3cccc(F)c3)CC2)c1
36633	Cc1ccc(C#N)cc1S(=O)(=O)N[C@H](C(=O)O)[C@@H](O)c1ccccc1
18127	CCCc1ccc([C@@H](NS(=O)(=O)c2ccc(F)cc2C#N)c2cccs2)cc1
8803	COc1cc(C(=O)/C=C\c2ccc(Br)c(F)c2)ccc1S(C)(=O)=O
5973	COc1cc(C#N)ccc1OCC(=O)N[C@@H](C)[C@H](O)c1cccc(F)c1
39045	CC[C@H](NS(=O)(=O)c1ccc(F)cc1C#N)c1ccc(C)cc1
28286	Cc1cc(F)ccc1N(CC(=O)N=S(C)(C)=O)Cc1ccc(C#N)cc1
27273	CC(=O)c1ccc(S(C)(=O)=O)c(N[C@@H]2CC[C@H](c3cccc(F)c3)C2)c1
36373	C[C@H]1C[C@H](c2ccccc2)CN1S(=O)(=O)c1ccc(F)cc1C#N
9728	COc1cc(NC(=O)c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)c2ccccc2n1
29582	COc1cc([C@H](C)N[C@H]2C[C@H](O)c3ccccc32)ccc1S(C)(=O)=O
38996	CCOc1ccc(C(=O)COc2cc(F)cc(C#N)c2)cc1
16938	C[C@@H]1[C@H](C)N(S(=O)(=O)c2ccc(F)cc2C#N)[C@H](C)C(=O)N1C
40226	CC[C@@H](O)CNC(=O)c1ccc(Oc2ccc(F)cc2F)cc1
13816	CC(C)CCN(CCC(C)C)S(=O)(=O)c1ccc(F)cc1C#N
34267	CCN(CC)C(=O)c1ccc(Oc2ccc(C#N)cc2C)cc1
8877	CC[C@H](N[C@H](C)c1ccc(S(C)(=O)=O)c(OC)c1)[C@@H](O)C(C)C
26850	COc1cc([C@H](C)N[C@H](CC(F)(F)F)c2ccccc2)ccc1S(C)(=O)=O
24917	C#CC[C@@H](N[C@H](C)c1ccc(S(C)(=O)=O)c(OC)c1)c1ccccc1
22752	N#Cc1cc(F)ccc1CS(=O)(=O)NCc1ccc(Oc2ccccc2F)c(F)c1
28367	CCN1CC[C@@H](N(C)S(=O)(=O)c2ccc(F)cc2C#N)[C@H](C)C1
22640	CC(=O)c1c(C)cccc1NC(=O)c1ccc(S(C)(=O)=O)c(Br)c1
11823	Cc1ccc(C(=O)N2CC[C@@H](c3cccc(F)c3)C2)cc1S(C)(=O)=O
37970	COc1cc(F)ccc1S(=O)(=O)NCCc1ccccc1S(C)(=O)=O
36849	COc1cc(C#N)ccc1S(=O)(=O)NC[C@@H](O)CCc1ccccc1
25170	C[C@@H](CNS(=O)(=O)Cc1ccc(F)cc1C#N)N1CCCCC1
10869	COc1cc(C)ccc1NC(=O)c1cc(C#N)cc(N(C)C)c1
30107	Cc1ccc(S(C)(=O)=O)cc1S(=O)(=O)N[C@@H](CO)c1cccc(F)c1
7571	CC(=O)c1ccc(C#N)c(N2CCC([C@@H](O)c3cc(F)ccc3F)CC2)c1
1399	Cc1ccc(C(=O)N2CCc3ccccc3[C@@H]2c2ccccc2)cc1S(C)(=O)=O
2727	COc1ccccc1N1CC[C@H](CNS(=O)(=O)c2ccc(F)cc2C#N)C1
4176	COc1ccc(F)cc1CNC(=O)CNC(=O)c1ccc(C#N)cc1
9816	CS(=O)(=O)c1ccccc1CCNC(=O)NC[C@H](O)Cc1cccc(F)c1
34588	C[C@@H]1C[C@H]1N1C[C@H](NS(=O)(=O)Cc2ccc(F)cc2C#N)CC1=O
10655	COc1ccc(C(=O)N(C)c2ccc(C#N)cc2F)cc1S(C)(=O)=O
28071	COc1ccc(C(=O)N(c2ccc(C#N)cc2)C2CCC2)cc1S(C)(=O)=O
35878	N#Cc1cc(F)ccc1S(=O)(=O)NC[C@H](O)COc1ccc2c(c1)OCO2
32132	COc1ccc(OCC(=O)Nc2cc(F)cc(C#N)c2)cc1C
28778	COC[C@H](C)NS(=O)(=O)c1ccc(F)cc1C#N
21175	CS(=O)(=O)c1ccc(F)c(C(=O)N2CCN(c3ccc(F)cc3C#N)CC2)c1
4770	CC(C)(CC#N)CS(=O)(=O)NCc1ccccc1Oc1cccc(F)c1
22777	COc1ccc(CNCc2ccccc2Oc2cccc(F)c2)cc1C#N
1948	CCC[C@H](C)C[C@H](NS(=O)(=O)c1ccc(F)cc1C#N)C(=O)O
19724	Cc1ccc(F)cc1S(=O)(=O)NC[C@H](C[C@@H](C)O)c1ccccc1
15129	C[C@H]1CN(S(=O)(=O)c2ccc(F)cc2C#N)CCc2ccccc21
30592	C[C@@H](CNS(=O)(=O)c1ccc(F)cc1C#N)CC(F)(F)F
9983	Cc1ccc(OS(=O)(=O)Cc2ccc(F)cc2C#N)c2c1[C@H](C)CC2=O
18083	N#Cc1cc(N2CCC([C@@H](O)c3ccc(F)cc3)CC2)nc2ccccc12
13589	C[C@H](NS(=O)(=O)Cc1ccc(C#N)cc1)c1cc(F)ccc1N(C)C
13433	C[C@H](CNS(=O)(=O)c1cc(F)cc(C#N)c1)C[C@H](C)O
11306	COc1cc(COc2cc(F)cc(C#N)c2)ccc1OC(F)F
24305	N#Cc1cc(F)ccc1S(=O)(=O)N[C@@H](c1ccccc1)c1ccco1
17185	CN(Cc1cccc(C#N)c1)C(=O)C(=O)Nc1cc(F)ccc1Oc1ccccc1
39528	Cc1ccc(C#N)cc1S(=O)(=O)N(c1cccc(F)c1)C(C)C
29259	C#CCN(Cc1ccc(F)cc1)S(=O)(=O)c1cc(C)ccc1OC
9594	Cc1ccc(C#N)cc1NS(=O)(=O)c1ccc(S(C)(=O)=O)c(F)c1
9354	CC(=O)c1ccc(F)cc1OS(=O)(=O)c1ccc(C)cc1C#N
3587	C[C@@H](NC(=O)Cc1ccc(C(N)=O)cc1)[C@H](O)c1cccc(F)c1
1851	CC(C)(CS(C)(=O)=O)Nc1c(N)ccc(F)c1C#N
6205	C[C@@H](NC(=O)CS(=O)(=O)Cc1ccc(C#N)cc1)[C@@H](O)c1cccc(F)c1
14459	COc1ccc(CNS(=O)(=O)c2cc(S(C)(=O)=O)ccc2C)cc1C#N
14891	Cc1nn(C)c(C)c1OS(=O)(=O)c1ccc(F)cc1C#N
37150	C=CCCS(=O)(=O)Nc1ccc(Oc2ccc(C#N)cc2OC)cc1
26737	Cc1ccc(C#N)cc1S(=O)(=O)NC[C@@H](O)[C@@H](C)c1ccccc1
12141	COc1cc([C@H](C)N[C@H]2CCN(CC3CC3)C2)ccc1S(C)(=O)=O
17608	COc1cc([C@H](C)Nc2cc(C#N)c3cc([N+](=O)[O-])ccc3n2)ccc1S(C)(=O)=O
1964	CC[C@@H]1CN(C(=O)c2ccc(S(C)(=O)=O)c(Br)c2)C[C@@H](CC)O1
27514	Cc1cc(F)ccc1S(=O)(=O)N1CCCN(c2ccccc2C#N)CC1
14003	COc1ccc(C(=O)Nc2ccccc2Oc2cc(F)cc(F)c2)cc1S(C)(=O)=O
16123	Cc1ccc(S(=O)(=O)Oc2cc(F)cc(C#N)c2)c(C(=O)O)c1
24852	COc1ccc([C@H](NS(=O)(=O)c2ccc(C#N)cc2OC)C(=O)O)cc1F
38335	N#Cc1ccccc1N1CCC(NC(=O)N[C@H]2C[C@H]2c2cccc(F)c2)CC1
8034	COCc1cc(C#N)ccc1N1CCC([C@@H](O)c2ccccc2)CC1
10583	CS(=O)(=O)c1ccc(C(=O)N2CCC[C@H]2COc2ccccc2)cc1Br
16022	C#C[C@@H](NC(=O)N[C@H](C)c1ccc(S(C)(=O)=O)c(OC)c1)C(C)C
18940	COc1ccc(C)cc1S(=O)(=O)N[C@H](C)[C@@H](O)c1ccc(F)cc1
35788	COc1ccccc1[C@H](NS(=O)(=O)Cc1ccc(F)cc1C#N)c1ccccc1
36941	CS(=O)(=O)c1ccc(S(=O)(=O)NC[C@H](O)c2cccc(F)c2)cc1F
8204	COc1cc([C@H](C)N[C@@H]2CCN(CC(F)F)C2)ccc1S(C)(=O)=O
34967	CCC[C@H](C)CS(=O)(=O)N[C@H](C)[C@@H](O)c1ccc(F)cc1
39076	Cc1cccc(S(=O)(=O)N2C[C@H](C)C[C@H]2c2cccc(F)c2)c1C#N
18301	Cc1cc(F)c(C#N)c(N2CCC([C@H](O)c3ccc(F)cc3)CC2)c1
28730	Cc1cc(F)c(C#N)c(N2CCC([C@H](O)c3cc(F)ccc3F)CC2)c1
35914	COc1ccc(C#N)cc1CN1CCC(c2ccc(F)cc2C)CC1
13077	COc1cc([C@@H](C)NC(=O)CSc2ccc(C#N)cc2)ccc1S(C)(=O)=O
30561	COc1cc(F)cc(CNC(=O)NCCc2ccccc2S(C)(=O)=O)c1
2926	C[C@@H]1CN([C@@H](C)CNS(=O)(=O)Cc2ccc(F)cc2C#N)C[C@H](C)O1
11588	COc1cc(C(=O)/C=C/c2cn(C)nc2C(F)F)ccc1S(C)(=O)=O
32398	COc1cc([C@H](C)N[C@H]2CCCCC23CCCC3)ccc1S(C)(=O)=O
30534	COc1cc(F)ccc1S(=O)(=O)NC[C@@H](O)CC(C)(C)C
37241	C[C@H]1CCCC[C@H]1N(C)S(=O)(=O)c1ccc(F)cc1C#N
30414	Cc1cc(C#N)ccc1N1CCC(O)(Cc2cccc(F)c2)CC1
11496	COc1cc(F)ccc1S(=O)(=O)NC[C@@H](C)C(C)C
40005	CC(C)(C)CCNS(=O)(=O)Cc1ccc(F)cc1C#N
10281	CC[C@@H](CNS(=O)(=O)c1ccc(F)cc1C#N)OC
18949	COCCN([C@H]1CC[C@H](C)C1)S(=O)(=O)c1ccc(F)cc1C#N
30431	COc1cc([C@H](C)NC[C@@H](O)c2ccc(F)cc2C)ccc1S(C)(=O)=O
29539	Cc1ccc(C#N)cc1S(=O)(=O)N[C@H](C)[C@@H](O)c1cccc(F)c1
21975	COc1ccccc1S(=O)(=O)NCc1ccccc1Oc1cccc(F)c1
37709	COc1cc([C@H](C)NC(=O)NC[C@@H](O)c2ccsc2)ccc1S(C)(=O)=O
23019	CC(C)c1ccccc1OC[C@@H](O)COc1cc(F)cc(C#N)c1
19178	N#Cc1ccccc1CN1CCC(O)(Cc2cccc(F)c2)CC1
25561	COc1cc(Br)c(CNS(=O)(=O)Cc2ccc(F)cc2C#N)cc1OC
14123	Cc1cc(S(=O)(=O)N2C[C@H](c3cccc(F)c3)OCC2(C)C)ccc1C#N
10863	Cc1cc(COC(=O)c2ccc(C)c(S(C)(=O)=O)c2)ccc1C#N
12968	COc1cc([C@H](C)NC(=O)CC(C)(C)C)ccc1S(C)(=O)=O
154	C[C@H](Nc1ccc(S(C)(=O)=O)cc1S(C)(=O)=O)[C@H](O)c1cccc(F)c1
17913	COc1cc([C@H](C)N[C@H](c2ccc(C(F)(F)F)cc2)C(C)C)ccc1S(C)(=O)=O
11177	CC(C)Oc1ccc(F)cc1NC(=O)c1ccc(S(C)(=O)=O)c([N+](=O)[O-])c1
28027	CCC(=O)N1C[C@H](O)[C@@H](N(C)C(=O)COc2cccc(F)c2)C1
36026	COc1cc2c(cc1F)CC[C@H]2NS(=O)(=O)c1ccc(C#N)cc1OC
133	Cc1cc(CNS(=O)(=O)c2cccc(C)c2C#N)ccc1S(C)(=O)=O
2531	C[C@H](NC(=O)c1ccc(N=S(C)(C)=O)cc1)[C@@H](O)c1cccc(F)c1
34883	COc1ccc(F)cc1S(=O)(=O)N1CCS(=O)(=O)C2(CCCCC2)C1
7676	C[C@H](N[C@@H](C)c1ccc(S(C)(=O)=O)c(F)c1)c1cccc(C#N)c1
21176	Cc1cc(C#N)ccc1Oc1ccc(C(=O)N2CCC(O)CC2)cc1
348	CCCn1nccc1/C=C/C(=O)c1ccc(S(C)(=O)=O)c(OC)c1
28211	CS(=O)(=O)c1ccc(CNS(=O)(=O)c2c(F)cc(C#N)cc2F)cc1C(F)(F)F
35257	Cc1cc(C#N)ccc1Oc1ccc(C(=O)N2C[C@H](C)OC[C@H]2C)cc1
29696	COc1cc([C@H](C)NC(=O)c2ccc(C#N)c(O)c2)ccc1S(C)(=O)=O
17097	Cc1ccc([C@H](O)[C@@H](C)NS(=O)(=O)c2ccc(F)cc2F)cc1
2288	Cc1ccc(CNS(=O)(=O)Cc2cc(C#N)ccc2F)cc1S(C)(=O)=O
17924	CC(=O)c1ccc(S(C)(=O)=O)c(N2CCC3(CCCC3)CC2)c1
6406	COc1ccc(C(=O)Nc2ccc(C#N)c(C(F)(F)F)c2)cc1S(C)(=O)=O
7653	CC[C@H](N[C@H](C)c1ccc(S(C)(=O)=O)c(OC)c1)[C@H](O)C(C)C
39750	CS(=O)(=O)c1cc(C(=O)N2CCC[C@H]2[C@@H](C#N)c2ccccc2)ccc1F
13671	COc1ccc([C@@H]2C[C@H]2NS(=O)(=O)c2ccc(F)cc2C#N)cc1
23068	COc1cc([C@H](C)N[C@H](CO)CC2CCCC2)ccc1S(C)(=O)=O
29906	COc1cc(OC)c(S(=O)(=O)N[C@@H](C)[C@@H](O)c2cccc(F)c2)cc1Br
9878	Cc1cc(C#N)ccc1Oc1ccc(C(=O)O[C@H]2CC[C@H](S(C)(=O)=O)C2)cc1
31509	COc1cc(Cc2nc(O)c3cc(F)ccc3n2)ccc1S(C)(=O)=O
27103	CC(=O)NCC(=O)N[C@H]1C[C@H]2CC[C@@H]1N2Cc1ccc(F)cc1C
8250	COc1c([C@@H](O)C#N)cc(F)cc1S(C)(=O)=O
38877	CC[C@@H](C#N)N(C)S(=O)(=O)c1cc(F)ccc1OC(F)F
25379	CCN(C(=O)c1ccc(OC)c(S(C)(=O)=O)c1)[C@H](C)c1ccc(C#N)cc1
28061	C[C@@H](COc1cccc(F)c1)NS(=O)(=O)c1cc(Br)ccc1C#N
15444	COc1cc(CNS(=O)(=O)c2cc(S(C)(=O)=O)ccc2C)ccc1C#N
23439	COc1ccc(C)cc1S(=O)(=O)N(CC#N)c1ccc(C(=O)O)cc1
35903	C[C@H]1CC[C@@H](N(C)S(=O)(=O)c2ccc(F)cc2C#N)C1
16666	CC(C)C(CNS(=O)(=O)c1ccc(F)cc1C#N)C(C)C
11725	Cc1ccc(CNS(=O)(=O)Cc2ccc(F)cc2C#N)o1
21903	CC[C@H](C)[C@@](C)(O)CN[C@@H](C)c1ccc(S(C)(=O)=O)c(OC)c1
15313	N#Cc1cc(NS(=O)(=O)c2ccccc2[N+](=O)[O-])ccc1Oc1ccccc1
4523	COc1cc([C@H](C)NC(=O)c2cnc3ccc(F)cc3c2)ccc1S(C)(=O)=O
13293	Cc1cc(C#N)ccc1CN1CCC([C@H](O)c2ccc(F)cc2)CC1
26614	C[C@@H](NC(=O)CNC(=O)c1ccc(C#N)cc1)[C@H](O)c1cccc(F)c1
8581	COc1cc(C#N)ccc1Oc1ccc(N[C@@H](C(N)=O)c2ccc(F)cc2)cc1
22087	COc1ccc(S(C)(=O)=O)cc1S(=O)(=O)NC[C@@H](O)Cc1cccc(F)c1
11535	CC[C@H](N[C@@H](C)c1ccc(S(C)(=O)=O)c(OC)c1)c1ccccc1F
21389	Cc1cc(F)ccc1S(=O)(=O)N1CCS(=O)(=O)C2(CCCCC2)C1
23101	Cc1ccccc1C[C@H](C)N(C)S(=O)(=O)c1ccc(F)cc1C#N
14851	N#Cc1ccc(S(=O)(=O)N2CCN(Cc3ccc(F)cc3C#N)CC2)cc1
25414	CCCN(Cc1ccc(C)cc1)S(=O)(=O)c1ccc(F)cc1C#N
33043	COc1ccc(O[C@@H](C)CNS(=O)(=O)c2ccc(F)cc2C#N)cc1
2887	CCCN(CC(F)F)C(=O)c1ccc(Oc2ccc(C#N)cc2C)cc1
20139	CC(C)N(C[C@H](O)COc1ccccc1)S(=O)(=O)c1ccc(F)cc1C#N
32743	CS(=O)(=O)c1ccc(-c2nnc(-c3ccc(C#N)cc3)o2)cc1Br
19239	C[C@@H]1CO[C@@H](c2ccccc2)CN1S(=O)(=O)c1ccc(F)cc1C#N
23513	CS(=O)(=O)c1cc(S(=O)(=O)N(Cc2ccco2)c2ccccc2C#N)ccc1F
22011	Cc1cc(C)cc(N(C)S(=O)(=O)c2ccc(F)cc2C#N)c1
3161	COc1cc(N)c(C(=O)N[C@H](C)[C@@H](O)c2ccc(F)cc2)cc1S(C)(=O)=O
21686	CS(=O)(=O)c1ccc(C(=O)Nc2ccc(C(N)=O)cc2F)cc1Br
26620	COc1cc([C@H](C)N[C@@H]2CC23CCCC3)ccc1S(C)(=O)=O
9830	C[C@@H](C[C@H](O)c1ccccc1)NS(=O)(=O)c1ccc(F)cc1C#N
11158	C[C@@H](COc1ccc(F)cc1F)NS(=O)(=O)c1ccc(C#N)cc1F
26576	COC(=O)c1ccc(NC(=O)c2ccc(C#N)cc2)c(S(C)(=O)=O)c1
10468	CCCC1(CN[C@H](C)c2ccc(S(C)(=O)=O)c(OC)c2)CC1
33203	C[C@@H](NCCS(=O)(=O)c1ccc(C#N)cn1)[C@@H](O)c1cccc(F)c1
38248	CCCN(C)C[C@@H]1CCN(S(=O)(=O)c2ccc(F)cc2C#N)C1
17129	COc1cc([C@H](C)N[C@@H](C)[C@@H](c2ccccc2)N(C)C)ccc1S(C)(=O)=O
12757	CC[C@H](NC(=O)c1cc(S(C)(=O)=O)c(OC)cc1N)c1ccc(F)cc1
12521	C[C@H](C#N)C(=O)N[C@@H]1CN(C(=O)CCOc2cccc(F)c2)C[C@@H]1O
32190	Cc1cc(C#N)cc(N2CCC([C@H](O)c3cc(F)ccc3F)CC2)n1
8628	CN(C)CCN(Cc1ccccc1)S(=O)(=O)c1ccc(F)cc1C#N
26207	CS(=O)(=O)c1ccc(S(=O)(=O)N[C@H]2C[C@@H]2c2cccc(F)c2)c(Br)c1
34411	COc1ccc(C(=O)/C=C\c2cn(C)nc2-c2ccc(C#N)cc2)cc1OC
10009	COc1cc(F)ccc1S(=O)(=O)Oc1cc(N(C)C)cc(N(C)C)c1
2313	C[C@H](NS(=O)(=O)Cc1cccc(S(C)(=O)=O)c1)[C@H](O)c1ccc(F)cc1
22690	COc1ccc(OC)c2c1CN(Cc1c(F)cc(C#N)cc1F)C[C@H]2O
34364	Cc1ccc([C@H](O)CNS(=O)(=O)Cc2cc(C#N)ccc2F)o1
32173	COc1cc(F)cc(CNCc2ccc(OC)c(C#N)c2)c1
10535	N#Cc1cc(F)ccc1S(=O)(=O)N[C@@H](CC1CCC1)c1ccccc1
11739	CCCN(Cc1ccc(C#N)cc1)C(=O)c1ccc(C)c(S(C)(=O)=O)c1
24244	CC(=O)c1ccc(S(C)(=O)=O)c(N2CC[C@H](Oc3cccc(F)c3)C2)c1
25253	Cc1cc(NC(=O)N[C@@H]2C[C@@H]2c2cccc(F)c2)ccc1S(=O)(=O)N(C)C
